137,450,4,14
138,160,5,10
139,152,7,10
140,155,7,10
141,152,6,10
142,156,7,12
143,150,6,10
144,165,7,12
145,150,6,10
146,151,5,12
147,155,6,8
148,152,5,11
149,152,6,10
150,151,6,10
151,153,6,10
152,154,6,12
153,154,5,11
154,161,5,12
155,159,6,10
156,155,6,12
157,156,6,10
158,154,6,10
159,156,6,10
160,154,5,10
161,159,6,10
162,158,6,10
163,272,14,13
164,172,7,11
165,171,6,12
166,164,6,11
167,167,8,13
168,400,6,11
169,166,6,10
170,165,6,10
171,169,7,10
172,164,6,10
173,167,6,10
174,166,6,10
175,168,6,10
176,163,6,10
177,168,6,12
178,166,6,11
179,172,7,10
180,178,6,10
181,165,5,9
182,165,5,10
183,169,6,10
184,168,6,10
185,166,6,10
186,167,6,10
187,171,5,10
188,167,6,10
189,168,6,10
190,168,6,10
191,170,6,12
192,249,6,10
193,197,10,11
194,186,7,10
195,184,9,12
196,182,6,13
197,468,6,26
198,183,9,11
199,176,7,10
200,180,9,10
201,181,7,10
202,178,6,10
203,177,6,10
204,176,6,10
205,180,9,10
206,180,5,10
207,179,6,10
208,179,6,11
209,186,6,11
210,180,6,11
211,172,6,11
212,195,5,11
213,181,9,10
214,177,6,10
215,177,6,10
216,184,9,13
217,180,5,11
218,178,6,10
219,185,6,10
220,266,13,14
221,195,9,12
222,196,6,13
223,189,9,11
224,189,7,11
225,502,10,11
226,186,8,10
227,207,10,10
228,193,6,12
229,192,9,10
230,190,6,10
231,191,9,10
232,191,9,10
233,192,9,11
234,192,9,10
235,193,8,11
236,203,9,11
237,193,7,10
238,192,6,10
239,194,9,10
240,195,6,7
241,192,9,8
242,193,6,10
243,212,5,11
244,194,6,11
245,267,9,11
246,223,8,12
247,208,6,13
248,206,9,14
249,197,6,11
250,531,10,11
251,205,9,11
252,199,6,10
253,202,9,10
254,204,7,12
255,205,9,10
256,219,6,12
257,204,6,11
258,200,7,10
259,208,10,11
260,202,6,10
261,207,9,10
262,199,7,10
263,207,9,10
264,203,6,11
265,212,9,10
266,217,7,12
267,204,6,8
268,207,6,11
269,204,9,8
270,320,18,14
271,224,9,12
272,218,7,13
273,197,6,8
274,570,11,10
275,218,10,12
276,208,7,10
277,214,10,10
278,214,7,10
279,214,10,10
280,202,6,8
281,204,10,8
282,215,6,11
283,228,7,7
284,217,7,11
285,211,6,8
286,227,11,12
287,214,6,10
288,220,9,12
289,216,6,10
290,216,7,10
291,216,6,10
292,217,6,11
293,310,12,16
294,227,7,10
295,228,7,12
296,240,6,12
297,601,11,10
298,231,10,11
299,219,5,10
300,224,10,10
301,223,7,10
302,229,9,11
303,227,6,12
304,224,7,11
305,221,6,8
306,225,6,13
307,222,7,9
308,260,9,11
309,237,9,11
310,226,7,10
311,225,7,10
312,223,6,12
313,227,6,12
314,230,10,8
315,320,18,15
316,240,10,11
317,236,7,12
318,231,10,10
319,652,8,10
320,236,9,11
321,229,6,11
322,233,10,7
323,234,7,11
324,235,9,10
325,235,8,10
326,231,6,10
327,232,7,10
328,234,7,9
329,242,7,11
330,241,10,10
331,239,7,8
332,262,10,10
333,243,10,10
334,234,6,11
335,241,7,10
336,306,6,10
337,261,10,12
338,249,7,11
339,243,7,12
340,675,8,10
341,269,11,12
342,244,6,10
343,269,11,11
344,244,11,12
345,244,8,10
346,242,7,10
347,232,7,7
348,245,11,10
349,247,10,11
350,232,7,10
351,247,7,10
352,244,6,10
353,253,8,10
354,245,7,10
355,269,7,11
356,243,6,7
357,339,16,12
358,258,11,10
359,257,10,11
360,687,7,11
361,252,11,12
362,246,7,10
363,239,7,10
364,251,7,11
365,285,11,10
366,252,9,11
367,251,10,10
368,248,7,10
369,251,7,11
370,254,10,10
371,250,6,11
372,253,7,10
373,261,11,10
374,255,7,10
375,255,7,11
376,322,10,10
377,304,11,12
378,267,10,11
379,262,10,12
380,713,11,12
381,256,10,11
382,266,10,10
383,263,10,9
384,261,8,11
385,265,8,10
386,262,10,9
387,290,10,12
388,266,10,10
389,262,7,10
390,259,7,10
391,260,6,11
392,260,7,10
393,271,7,12
394,260,10,10
395,348,72,18
396,276,10,11
397,270,7,12
398,285,12,11
399,729,10,13
400,265,7,11
401,265,7,10
402,268,8,10
403,269,7,10
404,265,7,11
405,267,7,11
406,267,8,10
407,274,10,12
408,294,10,11
409,273,10,10
410,270,7,12
411,273,7,10
412,271,8,11
413,272,7,10
414,361,15,16
415,284,10,11
416,284,10,12
417,786,7,11
418,283,12,12
419,272,7,11
420,278,10,10
421,278,9,10
422,282,11,10
423,277,10,10
424,279,8,10
425,282,10,11
426,278,7,10
427,278,10,11
428,307,10,10
429,279,10,10
430,284,8,11
431,280,10,10
432,368,12,9
433,297,10,11
434,287,8,13
435,762,10,13
436,291,8,13
437,307,7,10
438,288,10,10
439,277,12,10
440,291,12,10
441,285,10,10
442,288,10,10
443,289,10,11
444,288,7,11
445,286,6,11
446,284,6,12
447,291,10,11
448,329,10,13
449,359,7,10
450,315,11,14
451,305,11,11
452,794,10,12
453,299,11,12
454,296,10,11
455,296,10,11
456,325,11,10
457,293,10,10
458,297,11,10
459,297,11,11
460,297,7,11
461,295,10,10
462,297,13,10
463,301,11,10
464,298,10,10
465,295,11,10
466,415,17,13
467,314,11,12
468,309,12,12
469,781,11,13
470,295,7,12
471,299,11,11
472,298,10,11
473,297,10,10
474,305,11,11
475,329,11,10
476,299,10,12
477,299,10,10
478,300,10,10
479,298,7,12
480,300,10,10
481,306,11,10
482,373,7,11
483,328,11,13
484,311,7,11
485,855,10,14
486,314,11,13
487,302,11,10
488,305,11,12
489,306,11,10
490,302,11,7
491,312,12,10
492,302,10,8
493,349,10,11
494,297,7,10
495,311,10,10
496,309,10,10
497,310,11,10
498,382,11,10
499,346,14,13
500,321,11,11
501,857,6,14
502,321,12,12
503,312,12,10
504,322,10,12
505,316,10,10
506,321,11,10
507,323,11,11
508,317,10,10
509,334,11,9
510,331,11,12
511,359,10,12
512,317,10,10
513,318,10,12
514,407,17,10
515,326,7,11
516,329,11,13
517,851,11,16
518,362,9,11
519,324,9,14
520,333,13,10
521,327,11,10
522,324,11,11
523,328,7,11
524,326,10,11
525,327,11,10
526,330,10,11
527,328,11,10
528,370,11,12
529,420,14,16
530,341,11,13
531,332,7,13
532,841,11,13
533,318,9,11
534,320,8,10
535,368,10,12
536,335,11,10
537,348,12,12
538,333,10,11
539,337,11,11
540,335,12,10
541,339,11,10
542,340,11,11
543,326,11,10
544,466,19,17
545,349,14,13
546,341,10,12
547,868,11,12
548,333,9,10
549,342,11,13
550,341,10,12
551,336,7,10
552,381,12,12
553,337,10,11
554,344,11,11
555,345,11,10
556,343,11,10
557,330,11,10
558,342,11,11
559,433,12,19
560,344,7,12
561,926,11,13
562,350,12,9
563,338,8,11
564,348,11,11
565,344,11,9
566,338,11,8
567,354,12,11
568,383,11,10
569,350,11,12
570,342,6,12
571,350,13,7
572,351,10,10
573,435,19,15
574,356,11,13
575,356,9,13
576,905,12,12
577,348,9,11
578,353,13,11
579,355,11,10
580,355,11,10
581,353,12,10
582,360,10,15
583,435,20,15
584,397,8,11
585,358,11,13
586,350,11,11
587,363,13,11
588,352,6,13
589,355,11,12
590,773,11,8
591,360,10,10
592,398,11,12
593,429,18,10
594,368,8,11
595,375,12,13
596,359,10,12
597,362,12,11
598,355,11,11
599,367,7,13
600,396,7,11
601,365,11,12
602,355,11,10
603,362,10,12
604,897,24,13
605,362,8,12
606,365,13,13
607,394,11,11
608,360,13,11
609,355,11,10
610,354,11,12
611,350,11,10
612,357,12,10
613,346,11,10
614,356,8,11
615,440,19,16
616,416,11,13
617,1087,8,9
618,362,10,13
619,354,12,10
620,363,11,12
621,358,11,10
622,407,12,10
623,363,12,9
624,430,17,13
625,372,8,11
626,374,11,13
627,361,7,13
628,371,9,12
629,362,7,13
630,407,11,10
631,724,362,12
632,376,12,11
633,370,12,10
634,380,11,10
635,371,11,10
636,375,11,10
637,375,7,11
638,422,10,12
639,381,8,12
640,401,11,13
641,462,11,11
642,408,12,13
643,386,12,10
644,1014,600,56
645,375,12,11
646,380,13,12
647,399,13,12
648,383,11,8
649,390,11,11
650,395,12,10
651,381,12,10
652,434,11,12
653,375,8,10
654,457,11,11
655,408,13,13
656,391,8,11
657,883,12,13
658,432,7,12
659,390,12,12
660,386,12,10
661,398,12,12
662,390,8,10
663,458,12,12
664,424,14,14
665,402,11,11
666,447,11,14
667,393,9,11
668,397,13,12
669,769,11,10
670,406,12,12
671,387,12,9
672,445,13,11
673,459,13,13
674,402,9,12
675,393,13,12
676,391,12,12
677,399,12,11
678,398,8,12
679,393,11,10
680,393,11,11
681,442,12,12
682,922,14,18
683,411,10,11
684,417,12,13
685,398,12,11
686,406,15,12
687,441,13,10
688,399,12,11
689,404,13,10
690,403,12,11
691,399,9,11
692,478,20,14
693,400,8,13
694,1160,12,14
695,394,12,11
696,403,13,12
697,389,11,10
698,385,12,9
699,391,12,9
700,398,14,10
701,391,11,10
702,444,11,12
703,386,8,7
704,483,20,15
705,416,9,11
706,911,12,13
707,415,11,13
708,456,13,58
709,407,12,12
710,401,12,10
711,405,12,11
712,407,13,10
713,406,12,10
714,423,12,12
715,440,8,10
716,499,75,23
717,417,9,12
718,953,11,13
719,417,12,12
720,414,11,12
721,467,12,11
722,411,12,11
723,417,13,11
724,407,11,10
725,417,14,11
726,415,11,11
727,416,12,10
728,507,20,16
729,473,13,13
730,977,12,13
731,423,12,13
732,419,13,11
733,405,12,11
734,462,12,11
735,424,12,11
736,420,12,10
737,422,13,11
738,422,11,10
739,420,8,12
740,513,20,16
741,491,13,11
742,1004,12,13
743,414,12,13
744,430,13,10
745,428,9,13
746,417,12,10
747,476,12,10
748,438,13,12
749,425,12,10
750,427,13,10
751,433,8,12
752,536,23,16
753,431,9,13
754,1075,643,15
755,441,15,11
756,428,14,10
757,433,12,12
758,426,12,10
759,436,12,12
760,434,13,12
761,483,12,10
762,435,12,12
763,518,21,10
764,437,9,11
765,994,12,13
766,480,12,13
767,431,10,11
768,439,12,11
769,436,12,12
770,434,12,10
771,443,13,11
772,443,11,12
773,483,8,11
774,507,12,12
775,463,13,13
776,451,9,11
777,1022,8,17
778,437,10,10
779,483,10,14
780,439,9,10
781,440,9,11
782,445,14,10
783,455,12,10
784,445,11,12
785,449,12,12
786,584,21,11
787,451,11,11
788,1028,12,13
789,449,12,13
790,445,14,10
791,499,8,9
792,449,12,12
793,447,11,10
794,454,13,12
795,445,11,12
796,442,9,11
797,521,12,7
798,598,16,9
799,1081,33,16
800,488,33,10
801,550,11,21
802,540,12,51
803,612,9,35
804,584,38,15
805,459,8,14
806,538,15,13
807,543,21,9
808,439,12,11
809,1009,13,11
810,432,12,9
811,429,14,10
812,431,12,8
813,447,13,12
814,432,11,11
815,489,13,12
816,416,12,10
817,438,13,11
818,440,8,13
819,526,21,16
820,435,12,11
821,1109,13,14
822,437,12,11
823,431,14,13
824,439,12,9
825,434,13,12
826,448,12,13
827,437,13,10
828,577,27,33
829,609,21,33
830,528,28,32
831,1153,49,49
832,598,30,34
833,668,48,37
834,701,64,67
835,634,32,45
836,773,45,35
837,661,15,11
838,523,17,20
839,479,16,9
840,921,8,25
841,497,21,13
842,532,19,17
843,569,32,54
844,521,15,17
845,485,15,11
846,499,9,23
847,484,16,11
848,624,20,22
849,543,14,55
850,1037,14,22
851,466,8,15
852,485,18,16
853,542,17,16
854,542,17,55
855,467,18,13
856,451,21,11
857,535,18,19
858,585,25,18
859,542,14,17
860,1160,13,51
861,500,17,8
862,502,21,12
863,484,9,9
864,541,13,16
865,496,18,15
866,516,9,24
867,448,15,12
868,603,23,21
869,517,17,13
870,1153,14,28
871,517,17,21
872,550,21,24
873,484,14,12
874,509,14,22
875,476,15,12
876,535,72,12
877,499,16,16
878,621,21,36
879,498,18,12
880,1085,9,24
881,585,21,17
882,555,17,20
883,560,17,17
884,555,17,18
885,483,17,8
886,484,18,16
887,618,14,16
888,584,19,48
889,1058,18,17
890,510,30,22
891,490,15,15
892,569,10,15
893,513,17,11
894,564,36,33
895,518,13,18
896,501,18,11
897,548,13,11
898,636,23,60
899,1087,9,14
900,549,17,9
901,501,18,12
902,519,19,16
903,599,15,17
904,517,18,12
905,521,18,12
906,579,31,8
907,543,17,29
908,512,20,13
909,1121,16,18
910,512,17,12
911,519,10,15
912,498,18,16
913,519,17,18
914,516,18,8
915,567,14,8
916,484,17,11
917,635,17,17
918,500,10,23
919,1246,19,35
920,540,17,17
921,534,17,19
922,517,18,11
923,576,30,21
924,544,29,8
925,560,11,23
926,603,19,24
927,559,17,20
928,1103,15,8
929,578,19,48
930,603,22,16
931,533,18,12
932,501,15,33
933,550,18,16
934,504,8,19
935,553,18,17
936,681,14,22
937,550,18,17
938,1152,14,30
939,517,17,13
940,631,30,21
941,523,9,9
942,532,15,11
943,537,17,18
944,615,16,55
945,601,9,18
946,600,15,9
947,1122,17,19
948,530,10,22
949,587,17,41
950,499,15,12
951,586,20,17
952,516,17,11
953,518,17,8
954,598,18,12
955,588,17,29
956,1165,17,12
957,536,19,25
958,533,17,25
959,553,17,19
960,515,14,11
961,551,18,17
962,580,16,12
963,538,10,27
964,652,22,22
965,567,19,27
966,1168,14,20
967,602,17,16
968,551,17,18
969,617,18,60
970,551,17,28
971,551,9,29
972,582,18,13
973,624,27,22
974,552,20,14
975,1099,17,17
976,549,18,17
977,617,16,21
978,532,17,11
979,553,15,18
980,567,17,18
981,552,17,21
982,648,18,15
983,603,46,22
984,1185,15,31
985,534,17,14
986,569,19,20
987,656,16,30
988,546,18,25
989,555,18,15
990,532,17,8
991,633,17,79
992,618,19,16
993,1183,20,10
994,554,17,17
995,532,18,13
996,550,17,8
997,618,18,8
998,634,18,17
999,536,9,12
1000,667,24,23
